Rank,Nome,Plataforma,Ano,Genero,Publicadora,Vendas_AmericaDoNorte,Vendas_EU,Vendas_JP,Vendas_Outras,Vendas_Global
4106,Pinball Hall of Fame: The Williams Collection,0,2008,Misc,System 3 Arcade Software,0.42,0.03,0,0.04,0.48
4110,Rock Band Unplugged,0,2009,Misc,MTV Games,0.24,0.15,0,0.1,0.48
4111,OkamiDen,0,2010,Adventure,Ca1om,0.25,0.07,0.13,0.03,0.48
4112,Crash: Mind Over Mutant,0,2008,Platform,Vivendi Games,0.22,0.21,0,0.05,0.48
4113,2010 FIFA World Cup South Africa,0,2010,Sports,Electronic Arts,0.09,0.24,0.03,0.12,0.48
4115,Go Diego Go! Great Dinosaur Rescue,0,2008,Action,Take-Two Interactive,0.44,0.01,0,0.03,0.48
4118,NCAA Football 09,0,2008,Sports,Electronic Arts,0.4,0.02,0,0.07,0.48
4123,Two Worlds II,0,2011,Role-Playing,Unknown,0.26,0.11,0.06,0.05,0.48
4126,Need for Speed: Hot Pursuit,0,2010,Racing,Electronic Arts,0.18,0.24,0,0.05,0.48
4128,Viva Pinata: Trouble in Paradise,0,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.48
4129,Nickelodeon Team Umizoomi,0,2011,Action,Take-Two Interactive,0.45,0,0,0.03,0.48
4130,FlingSmash,0,2010,Action,Nintendo,0.38,0.01,0.07,0.02,0.48
4135,Tomb Raider: Underworld,0,2008,Action,Eidos Interactive,0.14,0.28,0,0.06,0.48
4136,Final Fantasy Crystal Chronicles: Echoes of Time,0,2009,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.48
4140,Up,0,2009,Action,THQ,0.19,0.05,0,0.24,0.48
4142,Ford Racing Off Road,0,2008,Racing,Xplosiv,0.06,0.4,0,0.01,0.48
4143,SimCity Creator,0,2008,Simulation,Electronic Arts,0.37,0.03,0.04,0.04,0.48
4145,Cars: Race-O-Rama,0,2009,Racing,THQ,0.35,0.09,0,0.04,0.48
4146,Emergency Heroes,0,2008,Racing,Ubisoft,0.15,0.27,0,0.06,0.48
4154,Dark Sector,0,2008,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47
4155,Unreal Tournament III,0,2008,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47
4159,MySims Racing,0,2009,Racing,Electronic Arts,0.19,0.23,0,0.05,0.47
4161,Dragon Age Origins: Awakening,0,2010,Role-Playing,Electronic Arts,0.33,0.1,0,0.04,0.47
4171,WWE SmackDown vs. Raw 2011,0,2010,Fighting,THQ,0.3,0.13,0,0.04,0.47
4172,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,0,2011,Role-Playing,Square Enix,0,0,0.47,0,0.47
4174,Petz Sports,0,2008,Simulation,Ubisoft,0.42,0.01,0,0.04,0.47
4181,Virtua Tennis 4: World Tour,0,2011,Sports,Sega,0.05,0.3,0.01,0.12,0.47
4182,"Warhammer 40,000: Dawn of War II",1,2009,Strategy,THQ,0,0.45,0,0.02,0.47
4184,Clash of Elementalists,0,2010,Action,Level 5,0,0,0.47,0,0.47
4193,Boom Blox Bash Party,0,2009,Puzzle,Electronic Arts,0.34,0.09,0,0.04,0.47
4194,The Sims 3: Ambitions,1,2010,Simulation,Electronic Arts,0,0.29,0,0.18,0.47
4197,Rise of Nightmares,0,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47
4198,The Princess and the Frog,0,2009,Platform,Disney Interactive Studios,0.29,0.13,0,0.04,0.47
4203,FIFA 12,1,2011,Sports,Electronic Arts,0.04,0.33,0,0.1,0.47
4209,The Sims 3: Outdoor Living Stuff,1,2011,Simulation,Electronic Arts,0,0.38,0,0.09,0.47
4210,Cars: Race-O-Rama,0,2009,Racing,THQ,0.27,0.03,0,0.17,0.47
4217,We Sing Encore,0,2010,Misc,Nordic Games,0,0.41,0,0.06,0.47
4219,MX vs. ATV: Alive,0,2011,Racing,THQ,0.24,0.15,0,0.07,0.47
4220,Mega Man Star Force 3: Black Ace / Red Joker,0,2008,Action,Ca1om,0.22,0,0.22,0.02,0.47
4228,The Legend of Spyro: Dawn of the Dragon,0,2008,Platform,Vivendi Games,0.26,0.15,0,0.05,0.46
4235,Country Dance 2,0,2011,Misc,GameMill Entertainment,0.44,0,0,0.03,0.46
4238,F.E.A.R. 3,0,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.01,0.07,0.46
4247,"Warhammer 40,000: Space Marine",0,2011,Shooter,THQ,0.13,0.25,0,0.09,0.46
4250,Sid Meier's Civilization Revolution,0,2008,Strategy,Take-Two Interactive,0.38,0.03,0.02,0.04,0.46
4252,Dora The Explorer: Dora Saves the Snow Princess,0,2008,Platform,Take-Two Interactive,0.27,0.16,0,0.04,0.46
4255,Walk it Out!,0,2010,Sports,Konami Digital Entertainment,0.36,0.06,0,0.04,0.46
4256,Transformers: Dark of the Moon - Autobots/Decepticons,0,2011,Action,Activision,0.34,0.09,0,0.04,0.46
4259,The Legend of Spyro: Dawn of the Dragon,0,2008,Platform,Vivendi Games,0.19,0.19,0,0.08,0.46
4262,American Girl: Kit Mystery Challenge!,0,2008,Adventure,THQ,0.42,0,0,0.03,0.46
4267,Virtua Tennis 4,0,2011,Sports,Sega,0.09,0.25,0.03,0.09,0.46
4274,Star Wars The Clone Wars: Republic Heroes,0,2009,Action,LucasArts,0.19,0.19,0,0.07,0.46
4277,Madden NFL 12,0,2011,Sports,Electronic Arts,0.43,0,0,0.03,0.46
4278,LEGO Rock Band,0,2009,Misc,Warner Bros. Interactive Entertainment,0.33,0.09,0,0.04,0.46
4280,"Barbie: Jet, Set & Style!",0,2011,Misc,THQ,0.37,0.05,0,0.03,0.46
4281,Jak and Daxter: The Lost Frontier,0,2009,Platform,Sony Computer Entertainment,0.22,0.17,0,0.06,0.46
4283,Command & Conquer: Red Alert 3,0,2008,Strategy,Electronic Arts,0.18,0.23,0,0.05,0.46
4288,Scooby-Doo! and the Spooky Swamp,0,2010,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0,0.04,0.46
4294,Vin Diesel: Wheelman,0,2009,Racing,Ubisoft,0.24,0.17,0,0.05,0.46
4299,Hyperdimension Neptunia,0,2010,Role-Playing,Tecmo Koei,0.22,0.11,0.07,0.05,0.46
4300,iCarly,0,2009,Adventure,Activision,0.42,0,0,0.03,0.46
4302,Harry Potter and the Deathly Hallows - Part 1,0,2010,Action,Electronic Arts,0.21,0.2,0,0.04,0.46
4304,Disney Guilty Party,0,2010,Misc,Disney Interactive Studios,0.43,0,0,0.03,0.46
4307,Red Faction: Armageddon,0,2011,Shooter,THQ,0.2,0.16,0.03,0.07,0.46
4308,DanceStar Party,0,2011,Misc,Sony Computer Entertainment,0,0.35,0,0.1,0.46
4310,Tales of Vesperia,0,2009,Role-Playing,Namco Bandai Games,0,0,0.45,0,0.45
4312,Dynasty Warriors: Strikeforce,0,2009,Action,Ubisoft Annecy,0.03,0.03,0.38,0.02,0.45
4322,Crash: Mind Over Mutant,0,2008,Platform,Vivendi Games,0.36,0.06,0,0.03,0.45
4331,Dead or Alive: Dimensions,0,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45
4333,Brain Challenge,0,2008,Misc,Ubisoft,0.41,0.01,0,0.03,0.45
4336,Karaoke Revolution Presents American Idol Encore,0,2008,Misc,Konami Digital Entertainment,0.42,0,0,0.03,0.45
4337,Major League Baseball 2K11,0,2011,Sports,Take-Two Interactive,0.4,0.03,0,0.03,0.45
4338,Enemy Territory: Quake Wars,0,2008,Shooter,Activision,0.3,0.11,0,0.04,0.45
4345,TNA iMPACT!,0,2008,Fighting,Midway Games,0.26,0.15,0,0.04,0.45
4349,Spider-Man: Shattered Dimensions,0,2010,Action,Activision,0.26,0.13,0,0.06,0.45
4350,F.E.A.R. 3,0,2011,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45
4353,Rock Band Country Track Pack,0,2009,Misc,MTV Games,0.42,0,0,0.03,0.45
4356,Transformers: Revenge of the Fallen (Wii & PS2 Version),0,2009,Action,Activision,0.27,0.14,0,0.04,0.45
4357,PES 2009: Pro Evolution Soccer,0,2009,Sports,Konami Digital Entertainment,0.09,0.26,0.05,0.05,0.45
4359,SingStar Queen,0,2009,Misc,Sony Computer Entertainment,0.11,0.26,0,0.08,0.45
4361,Samurai Warriors 3,0,2009,Action,Nintendo,0.1,0.02,0.32,0.01,0.45
4368,Eternal Sonata,0,2008,Role-Playing,Atari,0.19,0.13,0.07,0.06,0.45
4369,Dance Dance Revolution: Hottest Party 3,0,2009,Simulation,Konami Digital Entertainment,0.26,0.14,0,0.04,0.45
4376,Band Hero,0,2009,Misc,Activision,0.21,0.19,0,0.05,0.45
4379,Viking: Battle for Asgard,0,2008,Action,Sega,0.16,0.24,0,0.05,0.45
4383,SingStar Take That,0,2009,Misc,Sony Computer Entertainment,0,0.06,0,0.39,0.45
4384,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,0,2010,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.45
4386,Disney Sing It! High School Musical 3: Senior Year,0,2008,Misc,Disney Interactive Studios,0.09,0.02,0,0.34,0.45
4387,NBA Live 10,0,2009,Sports,Electronic Arts,0.4,0.02,0,0.03,0.45
4392,Brunswick Pro Bowling,0,2010,Sports,505 Games,0.38,0.04,0,0.03,0.45
4403,Celebrity Sports Showdown,0,2008,Sports,Electronic Arts,0.18,0.22,0,0.05,0.45
4407,Crash: Mind Over Mutant,0,2008,Platform,Vivendi Games,0.11,0.22,0,0.12,0.45
4408,Karaoke Revolution,0,2009,Misc,Konami Digital Entertainment,0.24,0.16,0,0.04,0.45
4409,Discovery Kids: Kitten Corner,0,2009,Simulation,505 Games,0.42,0,0,0.03,0.45
4420,TouchMaster 3,0,2009,Puzzle,Warner Bros. Interactive Entertainment,0.3,0.11,0,0.04,0.44
4425,Food Network: Cook or Be Cooked,0,2009,Misc,Namco Bandai Games,0.41,0,0,0.03,0.44
4436,G-Force,0,2009,Action,Disney Interactive Studios,0.19,0.2,0,0.05,0.44
4437,Ben 10 Alien Force: Vilgax Attacks,0,2009,Action,D3Publisher,0.25,0.15,0,0.04,0.44
4441,Need for Speed: Shift 2 Unleashed,0,2011,Racing,Electronic Arts,0.18,0.22,0,0.04,0.44
4444,Child of Eden,0,2011,Shooter,Ubisoft,0.28,0.12,0,0.04,0.44
4446,Family Fest Presents Circus Games,0,2008,Misc,Ubisoft,0.1,0.29,0,0.05,0.44
4455,Sin and Punishment: Star Successor,0,2009,Shooter,Nintendo,0.2,0.14,0.06,0.04,0.44
4456,Jump Start Pet Rescue,0,2009,Misc,Knowledge Adventure,0.41,0,0,0.03,0.44
4457,Naughty Bear,0,2010,Action,505 Games,0.18,0.18,0,0.07,0.44
4463,Yu-Gi-Oh! 5D's Tag Force 4,0,2009,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.06,0.44
4468,Barbie: Groom and Glam Pups,0,2010,Action,THQ,0.26,0.14,0,0.04,0.44
4473,Deer Drive,0,2010,Sports,Mastiff,0.41,0,0,0.02,0.44
4482,SingStar Motown,0,2009,Misc,Sony Computer Entertainment,0,0.06,0,0.38,0.44
4486,Tongari Boushi to Mahou no Otana,0,2010,Simulation,Konami Digital Entertainment,0,0,0.44,0,0.44
4488,Just Dance: Summer Party,0,2011,Misc,Ubisoft,0.41,0,0,0.03,0.44
4493,Remington Great American Bird Hunt,0,2009,Sports,Mastiff,0.41,0,0,0.03,0.44
4495,Alpha Protocol,0,2010,Role-Playing,Sega,0.19,0.18,0,0.07,0.43
4496,Tetris Axis,0,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43
4497,Dora the Explorer: Dora Puppy,0,2009,Misc,Take-Two Interactive,0.39,0.01,0,0.03,0.43
4501,007: Quantum of Solace,0,2008,Action,Activision,0.17,0,0,0.26,0.43
4508,Wheel of Fortune,0,2010,Misc,THQ,0.41,0,0,0.03,0.43
4513,NBA Jam,0,2010,Sports,Electronic Arts,0.38,0.03,0,0.03,0.43
4521,Rune Factory 3: A Fantasy Harvest Moon,0,2009,Role-Playing,Rising Star Games,0.28,0.03,0.1,0.02,0.43
4525,2010 FIFA World Cup South Africa,0,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43
4526,Atelier Totori: The Adventurer of Arland,0,2010,Role-Playing,Nippon Ichi Software,0.12,0.07,0.21,0.03,0.43
4529,Ghostbusters: The Video Game,0,2009,Action,Atari,0.15,0.04,0,0.24,0.43
4531,How to Train Your Dragon,0,2010,Action,Activision,0.24,0.15,0,0.04,0.43
4536,Petz Bunnyz,0,2008,Simulation,Ubisoft,0.39,0.01,0,0.03,0.43
4543,"999: Nine Hours, Nine Persons, Nine Doors",0,2009,Adventure,ChunSoft,0.37,0,0.03,0.03,0.43
4548,Monopoly,0,2008,Misc,Electronic Arts,0.21,0.16,0,0.05,0.43
4553,NASCAR Kart Racing,0,2009,Racing,Electronic Arts,0.39,0,0,0.03,0.43
4554,Disney Sing It,0,2008,Misc,Disney Interactive Studios,0.39,0.01,0,0.03,0.43
4557,TRON: Evolution,0,2010,Action,Disney Interactive Studios,0.27,0.1,0,0.05,0.43
4559,Call of Duty: Modern Warfare: Mobilized,0,2009,Shooter,Activision,0.37,0.02,0,0.03,0.43
4561,The Smurfs,0,2011,Action,Ubisoft,0.24,0.14,0,0.04,0.43
4562,Bakugan: Battle Brawlers,0,2009,Action,Activision,0.21,0.16,0,0.05,0.43
4570,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,0,2011,Strategy,Banpresto,0,0,0.42,0,0.42
4572,Ben 10 Alien Force: Vilgax Attacks,0,2009,Action,D3Publisher,0.22,0.16,0,0.04,0.42
4573,Ben 10 Alien Force: Vilgax Attacks,0,2009,Action,D3Publisher,0.13,0.19,0,0.11,0.42
4574,Valkyrie Profile: Covenant of the Plume,0,2008,Role-Playing,Square Enix,0.23,0.02,0.16,0.02,0.42
4577,LEGO Rock Band,0,2009,Misc,Warner Bros. Interactive Entertainment,0.24,0.13,0,0.06,0.42
4582,Guitar Hero: Smash Hits,0,2009,Misc,Activision,0.23,0.15,0,0.04,0.42
4589,Top Spin 4,0,2011,Sports,Take-Two Interactive,0.15,0.23,0,0.04,0.42
4591,Crash: Mind Over Mutant,0,2008,Platform,Vivendi Games,0.39,0,0,0.03,0.42
4598,Harry Potter and the Deathly Hallows - Part 1,0,2010,Action,Electronic Arts,0.2,0.19,0,0.04,0.42
4600,SpongeBob's Truth or Square (US sales),0,2009,Action,THQ,0.42,0,0,0,0.42
4610,Vanquish,0,2010,Shooter,Sega,0.19,0.17,0.03,0.04,0.42
4612,Marvel Super Hero Squad,0,2009,Fighting,THQ,0.37,0.02,0,0.03,0.42
4618,Mobile Suit Gundam: Gundam vs. Gundam,0,2008,Fighting,Namco Bandai Games,0,0,0.42,0,0.42
4621,Ghost Trick: Phantom Detective,0,2010,Adventure,Ca1om,0.2,0.08,0.12,0.03,0.42
4629,Green Day: Rock Band,0,2010,Misc,MTV Games,0.19,0.16,0,0.07,0.42
4631,MLB 08: The Show,0,2008,Sports,Sony Computer Entertainment,0.35,0.01,0,0.06,0.42
4638,Cabela's Legendary Adventures,0,2008,Sports,Activision,0.21,0.16,0,0.05,0.42
4639,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,0,2010,Misc,Namco Bandai Games,0,0,0.42,0,0.42
4641,JumpStart: Escape from Adventure Island,0,2009,Adventure,Knowledge Adventure,0.39,0,0,0.03,0.42
4643,Style Lab: Makeover,0,2009,Simulation,Ubisoft,0.35,0.03,0,0.03,0.42
4646,Monster Jam: Urban Assault,0,2008,Racing,Activision,0.39,0,0,0.03,0.42
4650,Tom Clancy's HAWX 2,0,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.42
4651,Harvest Moon: Grand Bazaar,0,2008,Simulation,Rising Star Games,0.22,0.05,0.13,0.02,0.42
4657,Star Wars The Clone Wars: Republic Heroes,0,2009,Action,LucasArts,0.21,0.13,0,0.08,0.42
4658,NBA 2K11,0,2010,Action,Take-Two Interactive,0.39,0,0,0.03,0.42
4661,Harry Potter and the Deathly Hallows - Part 1,0,2010,Action,Electronic Arts,0.13,0.21,0,0.08,0.42
4662,Fishing Resort,0,2011,Sports,Namco Bandai Games,0.16,0,0.25,0.01,0.42
4663,WWE All Stars,0,2011,Fighting,THQ,0.16,0.18,0,0.07,0.42
4665,Football Manager Handheld 2011,0,2010,Sports,Sega,0,0.28,0,0.14,0.42
4673,Katamari Forever,0,2009,Puzzle,Namco Bandai Games,0.26,0.05,0.06,0.04,0.42
4678,Ghostbusters: The Video Game,0,2009,Action,Atari,0.26,0.12,0,0.04,0.41
4687,pro evolution soccer 2011,0,2010,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41
4693,MLB 10: The Show,0,2010,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
4696,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,0,2009,Fighting,Namco Bandai Games,0,0,0.41,0,0.41
4703,"Transformers: Revenge of the Fallen (XBox 360, PS3, & 1 Versions)",0,2009,Shooter,Activision,0.17,0.15,0,0.09,0.41
4705,James Patterson Women's Murder Club: Games of Passion,0,2009,Adventure,THQ,0.15,0.22,0,0.05,0.41
4709,Castlevania: Order of Ecclesia,0,2008,Platform,Konami Digital Entertainment,0.31,0.03,0.04,0.03,0.41
4710,BlazBlue: Continuum Shift,0,2010,Fighting,PQube,0.21,0.08,0.09,0.04,0.41
4715,Six Flags Fun Park,0,2009,Misc,Ubisoft,0.28,0.1,0,0.04,0.41
4716,Spore Hero,0,2009,Simulation,Electronic Arts,0.36,0.03,0,0.03,0.41
4720,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,0,2009,Misc,Hudson Soft,0,0,0.41,0,0.41
4721,Up,0,2009,Action,THQ,0.24,0.1,0,0.07,0.41
4722,Spider-Man: Web of Shadows,0,2008,Action,Activision,0.36,0.02,0,0.03,0.41
4724,SpongeBob SquigglePants,0,2011,Misc,THQ,0.36,0.03,0,0.03,0.41
4725,Cars: Race-O-Rama,0,2009,Racing,THQ,0.29,0.07,0,0.06,0.41
4726,Fantastic Pets,0,2011,Simulation,THQ,0.3,0.08,0,0.03,0.41
4728,Star Wars The Clone Wars: Republic Heroes,0,2009,Action,LucasArts,0.23,0.14,0,0.04,0.41
4732,UEFA Euro 2008 Austria-Switzerland,0,2008,Sports,Electronic Arts,0.08,0.27,0,0.06,0.41
4737,Monster Trucks Mayhem,0,2009,Racing,Zoo Games,0.39,0,0,0.02,0.41
4738,Winter Sports 2: The Next Challenge,0,2008,Sports,RTL,0.18,0.19,0,0.04,0.41
4739,Green Day: Rock Band,0,2010,Misc,MTV Games,0.24,0.13,0,0.04,0.41
4743,Disney Princess: Enchanting Storybooks,0,2011,Misc,THQ,0.26,0.11,0,0.04,0.41
4744,Monopoly Streets,0,2010,Misc,Electronic Arts,0.16,0.18,0,0.07,0.41
4745,Band Hero,0,2009,Misc,Activision,0.15,0.06,0,0.2,0.41
4747,No More Heroes 2: Desperate Struggle,0,2010,Action,Rising Star Games,0.21,0.12,0.04,0.03,0.41
4753,NBA 2K11,0,2010,Action,Take-Two Interactive,0.34,0.01,0,0.06,0.41
4754,AKB1/48: Idol to Koishitara...,0,2010,Misc,Namco Bandai Games,0,0,0.41,0,0.41
4757,NBA 2K9,0,2008,Sports,Take-Two Interactive,0.34,0.01,0,0.06,0.41
4759,Speed Racer: The Videogame,0,2008,Racing,Warner Bros. Interactive Entertainment,0.36,0.02,0,0.03,0.41
4760,Naughty Bear,0,2010,Action,505 Games,0.21,0.16,0,0.04,0.41
4761,Littlest Pet Shop,0,2008,Simulation,Electronic Arts,0.34,0.04,0,0.03,0.41
4762,TNA iMPACT!,0,2008,Fighting,Midway Games,0.22,0.12,0,0.06,0.41
4763,Just Dance Kids 2,0,2011,Misc,Ubisoft,0.29,0.09,0,0.03,0.41
4764,Duke Nukem Forever,1,2011,Shooter,Take-Two Interactive,0.18,0.17,0,0.06,0.41
4765,Hatsune Miku: Project Diva 2nd,0,2010,Misc,Sega,0,0,0.41,0,0.41
4766,Marvel: Ultimate Alliance 2,0,2009,Role-Playing,Activision,0.23,0.02,0,0.16,0.41
4772,The Gunstringer,0,2011,Shooter,Microsoft Game Studios,0.26,0.11,0,0.04,0.41
4777,Avatar: The Game,0,2009,Action,Ubisoft,0.19,0.18,0,0.04,0.41
4778,My Virtual Tutor: Reading Adventure First to Second Grade,0,2009,Misc,Mentor Interactive,0.38,0,0,0.03,0.41
4783,Disney Sing It! High School Musical 3: Senior Year,0,2008,Misc,Disney Interactive Studios,0.08,0.26,0,0.07,0.4
4787,Super Monkey Ball: Step & Roll,0,2010,Action,Sega,0.17,0.2,0,0.04,0.4
4792,Sega Superstars Tennis,0,2008,Sports,Sega,0.13,0.2,0,0.08,0.4
4795,Wall-E,0,2008,Platform,THQ,0.12,0.21,0,0.08,0.4
4797,NBA 2K10,0,2009,Sports,Take-Two Interactive,0.33,0.01,0,0.05,0.4
4801,Taiko no Tatsujin Wii: Dodon to 2 Yome!,0,2009,Misc,Namco Bandai Games,0,0,0.4,0,0.4
4807,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,0,2009,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,0.4
4808,Warriors Orochi 2 (JP sales),0,2008,Action,Tecmo Koei,0,0,0.4,0,0.4
4810,The Chronicles of Narnia: Prince Caspian,0,2008,Action,Disney Interactive Studios,0.2,0.15,0,0.05,0.4
4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,0,2009,Action,Square Enix,0.22,0.08,0.08,0.03,0.4
4821,Cabela's Big Game Hunter 2010,0,2009,Sports,Activision Value,0.37,0,0,0.03,0.4
4825,Iron Man 2,0,2010,Action,Sega,0.14,0.19,0,0.07,0.4
4826,The Legend of Spyro: Dawn of the Dragon,0,2008,Platform,Vivendi Games,0.12,0.01,0,0.27,0.4
4827,AKB1/48: Idol to Guam de Koishitara...,0,2011,Misc,Namco Bandai Games,0,0,0.4,0,0.4
4835,NBA Jam,0,2010,Sports,Electronic Arts,0.27,0.1,0,0.03,0.4
4836,Sherlock Holmes: The Mystery of the Mummy,0,2009,Adventure,Focus Home Interactive,0.06,0.3,0,0.04,0.4
4839,Star Wars The Clone Wars: Republic Heroes,0,2009,Action,LucasArts,0.18,0.17,0,0.04,0.4
4841,Mafia II,1,2010,Action,Take-Two Interactive,0.17,0.17,0,0.06,0.4
4843,SpongeBob's Truth or Square (US sales),0,2009,Action,THQ,0.38,0.01,0,0,0.4
4846,Planet 51,0,2009,Action,Sega,0.22,0.14,0,0.04,0.4
4852,Rapala Pro Bass Fishing 2010,0,2010,Sports,Activision,0.32,0.05,0,0.03,0.4
4853,Legends of WrestleMania,0,2009,Fighting,THQ,0.2,0.16,0,0.04,0.4
4859,Condemned 2: Bloodshot,0,2008,Action,Sega,0.17,0.16,0,0.07,0.4
4868,NBA Jam,0,2010,Sports,Electronic Arts,0.22,0.12,0,0.06,0.4
4869,Mass Effect 2,1,2010,Role-Playing,Electronic Arts,0.01,0.32,0,0.07,0.4
4872,Scooby-Doo! and the Spooky Swamp,0,2010,Action,Warner Bros. Interactive Entertainment,0.26,0.1,0,0.03,0.4
4877,Alpha Protocol,0,2010,Role-Playing,Sega,0.23,0.13,0,0.04,0.4
4888,NBA 2K10,0,2009,Sports,Take-Two Interactive,0.36,0,0,0.03,0.39
4889,Dungeon Siege III,0,2011,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,0.39
4890,Viking: Battle for Asgard,0,2008,Action,Sega,0.14,0.18,0,0.07,0.39
4892,Monster Jam: Urban Assault,0,2008,Racing,Activision,0.37,0,0,0.03,0.39
4893,Danball Senki,0,2011,Role-Playing,Level 5,0,0,0.39,0,0.39
4899,Naruto: Clash of Ninja Revolution 2,0,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03,0.39
4900,NBA Live 09,0,2008,Sports,Electronic Arts,0.32,0.01,0.01,0.05,0.39
4901,LEGO Star Wars III: The Clone Wars,0,2011,Action,LucasArts,0.14,0.17,0,0.09,0.39
4903,Rune Factory: Frontier,0,2008,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,0.39
4905,SpongeBob's Truth or Square (US sales),0,2009,Action,THQ,0.39,0,0,0,0.39
4906,FIFA 12,0,2011,Sports,Electronic Arts,0.08,0.26,0,0.05,0.39
4907,Ener-G: Gym Rockets,0,2008,Sports,Ubisoft,0.36,0,0,0.03,0.39
4909,NBA Live 09,0,2008,Sports,Electronic Arts,0.23,0.07,0.03,0.06,0.39
4911,Dancing with the Stars: We Dance!,0,2008,Misc,Activision,0.36,0,0,0.03,0.39
4914,Are You Smarter than a 5th Grader? Make the Grade,0,2008,Misc,THQ,0.36,0,0,0.03,0.39
4920,Red Faction: Armageddon,0,2011,Shooter,THQ,0.18,0.17,0.01,0.04,0.39
4922,Need for Speed: Nitro,0,2009,Racing,Electronic Arts,0.22,0.13,0,0.04,0.39
4923,Mystery Case Files: The Malgrave Incident,0,2011,Adventure,Nintendo,0.19,0.17,0,0.03,0.39
4925,EA Sports Active 2,0,2010,Sports,Electronic Arts,0.18,0.17,0,0.04,0.39
4926,Combat of Giants: Dinosaurs 3D,0,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39
4927,Taiko no Tatsujin Wii: Ketteiban,0,2011,Misc,Namco Bandai Games,0,0,0.39,0,0.39
4938,Dawn of Discovery,1,2009,Simulation,Ubisoft,0,0.32,0,0.07,0.39
4940,Dancing with the Stars: We Dance!,0,2008,Misc,Activision,0.36,0,0,0.03,0.39
4943,Sesame Street: Elmo's A-to-Zoo Adventure,0,2010,Misc,Warner Bros. Interactive Entertainment,0.37,0,0,0.02,0.39
4949,SpongeBob vs The Big One: Beach Party Cook Off,0,2009,Adventure,THQ,0.24,0.11,0,0.04,0.39
4950,MotoGP 08,0,2008,Racing,Ca1om,0.07,0.24,0,0.08,0.39
4951,Imagine: Party Babyz,0,2008,Simulation,Ubisoft,0.34,0.02,0,0.03,0.39
4958,Madden NFL Football,0,2011,Sports,Electronic Arts,0.36,0.01,0,0.03,0.39
4965,Junior Classic Games,0,2009,Misc,Avanquest,0.26,0.09,0,0.03,0.39
4966,Hooked! Again: Real Motion Fishing,0,2009,Sports,505 Games,0.36,0,0,0.03,0.39
4968,Karaoke Revolution Presents American Idol Encore,0,2008,Misc,Konami Digital Entertainment,0.19,0.15,0,0.05,0.39
4971,Samurai Warriors Chronicles,0,2011,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39
4973,Ice Age: Dawn of the Dinosaurs,0,2009,Action,Activision,0.2,0.15,0,0.04,0.39
4974,Dance Party: Pop Hits,0,2009,Misc,Nordic Games,0,0.36,0,0.02,0.39
4980,Phantasy Star Ø,0,2008,Role-Playing,Sega,0.16,0,0.2,0.01,0.38
4982,Virtua Tennis 2009,0,2009,Sports,Sega,0.09,0.23,0,0.07,0.38
4989,Imagine: Salon Stylist,0,2009,Simulation,Ubisoft,0.24,0.11,0,0.04,0.38
4992,Cabela's Dangerous Hunts 2009,0,2008,Sports,Activision Value,0.36,0,0,0.03,0.38
4993,Fragile Dreams: Farewell Ruins of the Moon,0,2009,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.03,0.38
4996,Disney Sing It,0,2008,Misc,Disney Interactive Studios,0.27,0.07,0,0.04,0.38
4997,Peppa Pig: The Game,0,2009,Misc,Pinnacle,0,0.35,0,0.03,0.38
4999,Get Fit with Mel B,0,2010,Sports,Black Bean Games,0.15,0.17,0,0.07,0.38
